expert_id,rank,name_zh,name_en,country_region,years,role,category,category_zh,category_en,total_score,concepts_zh,concepts_en,research_focus_zh,research_focus_en,representative_materials_zh,representative_materials_en,bilingual_research_summary_zh,bilingual_research_summary_en,material_count,source_count,high_evidence_count,book_count,paper_article_count,evidence_profile_zh,evidence_profile_en,authority_tier_zh,authority_tier_en,winning_concepts_zh,winning_concepts_en,winning_concept_count,winner_role_count,strong_candidate_count,important_complement_count,best_use_case_zh,best_use_case_en,integrated_note_zh,integrated_note_en
tom-williams,76,湯姆・威廉斯,Tom Williams,United Kingdom,1929-2016,VSA 創始/推廣者、TradeGuider 創辦人,indicator_specialist,指標專題專家,Indicator specialist,18,VSA 量價差分析（創始/推廣者）；威科夫方法（威科夫衍生）；成交量分析（量價差）,Volume Spread Analysis (creator/promoter); Wyckoff Method (Wyckoff-derived method); Volume Analysis (volume-spread analysis),量價關係、資金流與供需分析,"price-volume relationships, money flow, and supply/demand",《掌握市場》（1993）；參考來源：https://www.acmetrades.com/tom-williams；參考來源：https://www.tradeguider.com/resource_center1.asp,Master the Markets (1993); Reference source: https://www.acmetrades.com/tom-williams; Reference source: https://www.tradeguider.com/resource_center1.asp,湯姆・威廉斯（Tom Williams）定位為指標專題專家。研究/貢獻重點集中在VSA 量價差分析（創始/推廣者）；威科夫方法（威科夫衍生）；成交量分析（量價差）。代表資料包括《掌握市場》（1993）；參考來源：https://www.acmetrades.com/tom-williams；參考來源：https://www.tradeguider.com/resource_center1.asp。可用於量價關係、資金流與供需分析。,"Tom Williams (湯姆・威廉斯) is classified as a Indicator specialist. The research/contribution focus is Volume Spread Analysis (creator/promoter); Wyckoff Method (Wyckoff-derived method); Volume Analysis (volume-spread analysis). Representative materials include Master the Markets (1993); Reference source: https://www.acmetrades.com/tom-williams; Reference source: https://www.tradeguider.com/resource_center1.asp. The work is useful for price-volume relationships, money flow, and supply/demand.",3,3,1,1,0,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,VSA 量價差分析,Volume Spread Analysis,1,1,0,0,優先用於：量價關係、資金流與供需分析。,"Best used for: price-volume relationships, money flow, and supply/demand.",湯姆・威廉斯在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Tom Williams is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
a-w-cohen,77,A・W・科恩,A. W. Cohen,United States,,點數圖作者、Chartcraft 創辦人,charting_specialist,圖表方法專家,Charting specialist,19,點數圖（3-box reversal 推廣者）；市場寬度（Bullish Percent）,Point and Figure (3-box reversal promoter); Market Breadth (Bullish Percent),圖表型態、價格結構與支撐阻力；市場寬度、內部強弱與指數健康度判讀,"chart patterns, price structure, and support/resistance; market breadth, internal strength, and index health",《如何使用點數圖三點反轉法交易股票》（1947）；參考來源：https://books.google.com/books/about/How_to_Use_the_Three_point_Reversal_Meth.html?id=iMdEAAAAIAAJ；參考來源：https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts；參考來源：https://openlibrary.org/works/OL174845W/How_to_use_the_three-point_reversal_method_of_point_figure_stock_market_trading,How to Use the Three-Point Reversal Method of Point & Figure Stock Market Trading (1947); Reference source: https://books.google.com/books/about/How_to_Use_the_Three_point_Reversal_Meth.html?id=iMdEAAAAIAAJ; Reference source: https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts; Reference source: https://openlibrary.org/works/OL174845W/How_to_use_the_three-point_reversal_method_of_point_figure_stock_market_trading,A・W・科恩（A. W. Cohen）定位為圖表方法專家。研究/貢獻重點集中在點數圖（3-box reversal 推廣者）；市場寬度（Bullish Percent）。代表資料包括《如何使用點數圖三點反轉法交易股票》（1947）；參考來源：https://books.google.com/books/about/How_to_Use_the_Three_point_Reversal_Meth.html?id=iMdEAAAAIAAJ；參考來源：https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts；參考來源：https://openlibrary.org/works/OL174845W/How_to_use_the_three-point_reversal_method_of_point_figure_stock_market_trading。可用於圖表型態、價格結構與支撐阻力；市場寬度、內部強弱與指數健康度判讀。,"A. W. Cohen (A・W・科恩) is classified as a Charting specialist. The research/contribution focus is Point and Figure (3-box reversal promoter); Market Breadth (Bullish Percent). Representative materials include How to Use the Three-Point Reversal Method of Point & Figure Stock Market Trading (1947); Reference source: https://books.google.com/books/about/How_to_Use_the_Three_point_Reversal_Meth.html?id=iMdEAAAAIAAJ; Reference source: https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts; Reference source: https://openlibrary.org/works/OL174845W/How_to_use_the_three-point_reversal_method_of_point_figure_stock_market_trading. The work is useful for chart patterns, price structure, and support/resistance; market breadth, internal strength, and index health.",4,3,0,1,0,4 筆研究材料；3 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,點數圖,Point and Figure,1,1,0,0,優先用於：圖表型態、價格結構與支撐阻力；市場寬度、內部強弱與指數健康度判讀。,"Best used for: chart patterns, price structure, and support/resistance; market breadth, internal strength, and index health.",A・W・科恩在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,A. W. Cohen is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
thomas-j-dorsey,78,湯瑪斯・多爾西,Thomas J. Dorsey,United States,,點數圖作家、Dorsey Wright 創辦人,charting_specialist,圖表方法專家,Charting specialist,20,點數圖（現代推廣者）；相對強弱 / 強勢股篩選（P&F 相對強弱）,Point and Figure (modern promoter); Relative Strength (P&F relative strength),圖表型態、價格結構與支撐阻力；股票選股、相對強弱與成長股篩選,"chart patterns, price structure, and support/resistance; stock selection, relative strength, and growth-stock screening",《點數圖分析》（1995）；參考來源：https://oxlive.dorseywright.com/university/faq.html；參考來源：https://www.investopedia.com/terms/p/pointandfigurechart.asp,Point & Figure Charting (1995); Reference source: https://oxlive.dorseywright.com/university/faq.html; Reference source: https://www.investopedia.com/terms/p/pointandfigurechart.asp,湯瑪斯・多爾西（Thomas J. Dorsey）定位為圖表方法專家。研究/貢獻重點集中在點數圖（現代推廣者）；相對強弱 / 強勢股篩選（P&F 相對強弱）。代表資料包括《點數圖分析》（1995）；參考來源：https://oxlive.dorseywright.com/university/faq.html；參考來源：https://www.investopedia.com/terms/p/pointandfigurechart.asp。可用於圖表型態、價格結構與支撐阻力；股票選股、相對強弱與成長股篩選。,"Thomas J. Dorsey (湯瑪斯・多爾西) is classified as a Charting specialist. The research/contribution focus is Point and Figure (modern promoter); Relative Strength (P&F relative strength). Representative materials include Point & Figure Charting (1995); Reference source: https://oxlive.dorseywright.com/university/faq.html; Reference source: https://www.investopedia.com/terms/p/pointandfigurechart.asp. The work is useful for chart patterns, price structure, and support/resistance; stock selection, relative strength, and growth-stock screening.",3,3,1,1,0,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,,,0,0,0,1,優先用於：圖表型態、價格結構與支撐阻力；股票選股、相對強弱與成長股篩選。,"Best used for: chart patterns, price structure, and support/resistance; stock selection, relative strength, and growth-stock screening.",湯瑪斯・多爾西在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Thomas J. Dorsey is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
jeremy-du-plessis,79,傑瑞米・杜普萊西斯,Jeremy du Plessis,South Africa / United Kingdom,,點數圖作家,charting_specialist,圖表方法專家,Charting specialist,20,點數圖（現代教材作者）；布林通道（P&F 結合指標）；RSI 相對強弱指數（P&F 結合指標）,Point and Figure (modern textbook author); Bollinger Bands (P&F-integrated indicator work); Relative Strength Index (P&F-integrated indicator work),圖表型態、價格結構與支撐阻力；波動率、通道寬度與風險環境；動量、超買超賣、背離與趨勢強弱,"chart patterns, price structure, and support/resistance; volatility, channel width, and risk regimes; momentum, overbought/oversold conditions, divergence, and trend strength",《點數圖權威指南》（2005）；《二十一世紀點數圖》（2015）；參考來源：https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428,The Definitive Guide to Point and Figure (2005); 21st Century Point and Figure (2015); Reference source: https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428,傑瑞米・杜普萊西斯（Jeremy du Plessis）定位為圖表方法專家。研究/貢獻重點集中在點數圖（現代教材作者）；布林通道（P&F 結合指標）；RSI 相對強弱指數（P&F 結合指標）。代表資料包括《點數圖權威指南》（2005）；《二十一世紀點數圖》（2015）；參考來源：https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428。可用於圖表型態、價格結構與支撐阻力；波動率、通道寬度與風險環境；動量、超買超賣、背離與趨勢強弱。,"Jeremy du Plessis (傑瑞米・杜普萊西斯) is classified as a Charting specialist. The research/contribution focus is Point and Figure (modern textbook author); Bollinger Bands (P&F-integrated indicator work); Relative Strength Index (P&F-integrated indicator work). Representative materials include The Definitive Guide to Point and Figure (2005); 21st Century Point and Figure (2015); Reference source: https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428. The work is useful for chart patterns, price structure, and support/resistance; volatility, channel width, and risk regimes; momentum, overbought/oversold conditions, divergence, and trend strength.",3,2,1,2,0,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 2 book records; 0 paper/article records.,專題權威,Specialized authority,,,0,0,0,0,優先用於：圖表型態、價格結構與支撐阻力；波動率、通道寬度與風險環境；動量、超買超賣、背離與趨勢強弱。,"Best used for: chart patterns, price structure, and support/resistance; volatility, channel width, and risk regimes; momentum, overbought/oversold conditions, divergence, and trend strength.",傑瑞米・杜普萊西斯在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Jeremy du Plessis is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
j-peter-steidlmayer,80,彼得・史戴梅爾,J. Peter Steidlmayer,United States,,CBOT 交易員、Market Profile 創始者,indicator_creator,技術指標創作者,Indicator creator,22,Market Profile（創始者）；成交量分析（價格時間分佈）；支撐阻力（價值區）,Market Profile (creator); Volume Analysis (time-price distribution); Support and Resistance (value area),拍賣市場結構、價值區與成交分佈判讀；量價關係、資金流與供需分析；圖表型態、價格結構與支撐阻力,"auction-market structure, value areas, and distribution analysis; price-volume relationships, money flow, and supply/demand; chart patterns, price structure, and support/resistance",《市場與市場邏輯》（1986）；《史戴梅爾談市場》（1989）；參考來源：https://www.profiletrading.com/about/,Markets and Market Logic (1986); Steidlmayer on Markets (1989); Reference source: https://www.profiletrading.com/about/,彼得・史戴梅爾（J. Peter Steidlmayer）定位為技術指標創作者。研究/貢獻重點集中在Market Profile（創始者）；成交量分析（價格時間分佈）；支撐阻力（價值區）。代表資料包括《市場與市場邏輯》（1986）；《史戴梅爾談市場》（1989）；參考來源：https://www.profiletrading.com/about/。可用於拍賣市場結構、價值區與成交分佈判讀；量價關係、資金流與供需分析；圖表型態、價格結構與支撐阻力。,"J. Peter Steidlmayer (彼得・史戴梅爾) is classified as a Indicator creator. The research/contribution focus is Market Profile (creator); Volume Analysis (time-price distribution); Support and Resistance (value area). Representative materials include Markets and Market Logic (1986); Steidlmayer on Markets (1989); Reference source: https://www.profiletrading.com/about/. The work is useful for auction-market structure, value areas, and distribution analysis; price-volume relationships, money flow, and supply/demand; chart patterns, price structure, and support/resistance.",3,2,1,2,0,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 2 book records; 0 paper/article records.,重要權威,Major authority,Market Profile,Market Profile,1,1,0,2,優先用於：拍賣市場結構、價值區與成交分佈判讀；量價關係、資金流與供需分析；圖表型態、價格結構與支撐阻力。,"Best used for: auction-market structure, value areas, and distribution analysis; price-volume relationships, money flow, and supply/demand; chart patterns, price structure, and support/resistance.",彼得・史戴梅爾在完整資料庫中屬於重要權威，可從其代表材料與優勝指標交叉研究。,J. Peter Steidlmayer is a Major authority in the complete database; study the representative materials together with the winning indicators.
james-f-dalton,81,詹姆斯・道爾頓,James F. Dalton,United States,,Market Profile 作家、教育者,author_practitioner,作者兼實戰交易者,Author-practitioner,20,Market Profile（推廣者/作者）；價格行為（拍賣市場邏輯）,Market Profile (promoter/author); Price Action (auction-market logic),拍賣市場結構、價值區與成交分佈判讀；圖表型態、價格結構與支撐阻力,"auction-market structure, value areas, and distribution analysis; chart patterns, price structure, and support/resistance",《市場之上》（1990）；《市場輪廓》（2007）；參考來源：https://jimdaltontrading.com/books/,Mind Over Markets (1990); Markets in Profile (2007); Reference source: https://jimdaltontrading.com/books/,詹姆斯・道爾頓（James F. Dalton）定位為作者兼實戰交易者。研究/貢獻重點集中在Market Profile（推廣者/作者）；價格行為（拍賣市場邏輯）。代表資料包括《市場之上》（1990）；《市場輪廓》（2007）；參考來源：https://jimdaltontrading.com/books/。可用於拍賣市場結構、價值區與成交分佈判讀；圖表型態、價格結構與支撐阻力。,"James F. Dalton (詹姆斯・道爾頓) is classified as a Author-practitioner. The research/contribution focus is Market Profile (promoter/author); Price Action (auction-market logic). Representative materials include Mind Over Markets (1990); Markets in Profile (2007); Reference source: https://jimdaltontrading.com/books/. The work is useful for auction-market structure, value areas, and distribution analysis; chart patterns, price structure, and support/resistance.",3,2,1,2,0,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 2 book records; 0 paper/article records.,專題權威,Specialized authority,,,0,0,0,1,優先用於：拍賣市場結構、價值區與成交分佈判讀；圖表型態、價格結構與支撐阻力。,"Best used for: auction-market structure, value areas, and distribution analysis; chart patterns, price structure, and support/resistance.",詹姆斯・道爾頓在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,James F. Dalton is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
mark-b-fisher,82,馬克・費雪,Mark B. Fisher,United States,,交易所交易者、ACD 方法作者,practitioner_author,實戰交易者兼作者,Practitioner-author,21,ACD 開盤區間法（創始者）；開盤區間突破（開盤區間）；支撐阻力（Pivot range）,ACD Method (creator); Opening Range Breakout (opening range); Support and Resistance (Pivot range),突破、波動擴張與開盤區間交易；圖表型態、價格結構與支撐阻力,"breakouts, volatility expansion, and opening-range trading; chart patterns, price structure, and support/resistance",《邏輯交易者》（2002）；參考來源：https://www.investopedia.com/articles/technical/04/032404.asp；參考來源：https://www.investopedia.com/articles/technical/04/040704.asp,The Logical Trader (2002); Reference source: https://www.investopedia.com/articles/technical/04/032404.asp; Reference source: https://www.investopedia.com/articles/technical/04/040704.asp,馬克・費雪（Mark B. Fisher）定位為實戰交易者兼作者。研究/貢獻重點集中在ACD 開盤區間法（創始者）；開盤區間突破（開盤區間）；支撐阻力（Pivot range）。代表資料包括《邏輯交易者》（2002）；參考來源：https://www.investopedia.com/articles/technical/04/032404.asp；參考來源：https://www.investopedia.com/articles/technical/04/040704.asp。可用於突破、波動擴張與開盤區間交易；圖表型態、價格結構與支撐阻力。,"Mark B. Fisher (馬克・費雪) is classified as a Practitioner-author. The research/contribution focus is ACD Method (creator); Opening Range Breakout (opening range); Support and Resistance (Pivot range). Representative materials include The Logical Trader (2002); Reference source: https://www.investopedia.com/articles/technical/04/032404.asp; Reference source: https://www.investopedia.com/articles/technical/04/040704.asp. The work is useful for breakouts, volatility expansion, and opening-range trading; chart patterns, price structure, and support/resistance.",3,3,1,1,0,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,ACD 開盤區間法,ACD Method,1,1,0,0,優先用於：突破、波動擴張與開盤區間交易；圖表型態、價格結構與支撐阻力。,"Best used for: breakouts, volatility expansion, and opening-range trading; chart patterns, price structure, and support/resistance.",馬克・費雪在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Mark B. Fisher is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
toby-crabel,83,托比・克拉貝爾,Toby Crabel,United States,,交易者、開盤區間突破作者,practitioner_author,實戰交易者兼作者,Practitioner-author,20,開盤區間突破（代表作者）；價格行為（Narrow Range 型態）；波動率（波動擴張）,Opening Range Breakout (代表作者); Price Action (Narrow Range pattern); Volatility (volatility expansion),突破、波動擴張與開盤區間交易；圖表型態、價格結構與支撐阻力；波動率、通道寬度與風險環境,"breakouts, volatility expansion, and opening-range trading; chart patterns, price structure, and support/resistance; volatility, channel width, and risk regimes",《短線價格型態與開盤區間突破日內交易》（1990）；參考來源：https://oxfordstrat.com/trading-strategies/toby-crabel-narrow-range-1/,Day Trading with Short Term Price Patterns and Opening Range Breakout (1990); Reference source: https://oxfordstrat.com/trading-strategies/toby-crabel-narrow-range-1/,托比・克拉貝爾（Toby Crabel）定位為實戰交易者兼作者。研究/貢獻重點集中在開盤區間突破（代表作者）；價格行為（Narrow Range 型態）；波動率（波動擴張）。代表資料包括《短線價格型態與開盤區間突破日內交易》（1990）；參考來源：https://oxfordstrat.com/trading-strategies/toby-crabel-narrow-range-1/。可用於突破、波動擴張與開盤區間交易；圖表型態、價格結構與支撐阻力；波動率、通道寬度與風險環境。,"Toby Crabel (托比・克拉貝爾) is classified as a Practitioner-author. The research/contribution focus is Opening Range Breakout (代表作者); Price Action (Narrow Range pattern); Volatility (volatility expansion). Representative materials include Day Trading with Short Term Price Patterns and Opening Range Breakout (1990); Reference source: https://oxfordstrat.com/trading-strategies/toby-crabel-narrow-range-1/. The work is useful for breakouts, volatility expansion, and opening-range trading; chart patterns, price structure, and support/resistance; volatility, channel width, and risk regimes.",2,2,1,1,0,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,開盤區間突破,Opening Range Breakout,1,1,0,0,優先用於：突破、波動擴張與開盤區間交易；圖表型態、價格結構與支撐阻力；波動率、通道寬度與風險環境。,"Best used for: breakouts, volatility expansion, and opening-range trading; chart patterns, price structure, and support/resistance; volatility, channel width, and risk regimes.",托比・克拉貝爾在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Toby Crabel is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
victor-sperandeo,84,維克多・斯佩蘭迪奧,Victor Sperandeo,United States,1945-,交易者、作家,practitioner_author,實戰交易者兼作者,Practitioner-author,19,價格行為（2B 型態）；趨勢跟隨（1-2-3 反轉）；支撐阻力（趨勢線）,Price Action (2B pattern); Trend Following (1-2-3 reversal); Support and Resistance (trendlines),圖表型態、價格結構與支撐阻力；趨勢辨識、均線、通道與趨勢跟隨,"chart patterns, price structure, and support/resistance; trend identification, moving averages, channels, and trend following",《Trader Vic：華爾街大師的方法》（1991）；參考來源：https://thepatternsite.com/2B.html,Trader Vic: Methods of a Wall Street Master (1991); Reference source: https://thepatternsite.com/2B.html,維克多・斯佩蘭迪奧（Victor Sperandeo）定位為實戰交易者兼作者。研究/貢獻重點集中在價格行為（2B 型態）；趨勢跟隨（1-2-3 反轉）；支撐阻力（趨勢線）。代表資料包括《Trader Vic：華爾街大師的方法》（1991）；參考來源：https://thepatternsite.com/2B.html。可用於圖表型態、價格結構與支撐阻力；趨勢辨識、均線、通道與趨勢跟隨。,"Victor Sperandeo (維克多・斯佩蘭迪奧) is classified as a Practitioner-author. The research/contribution focus is Price Action (2B pattern); Trend Following (1-2-3 reversal); Support and Resistance (trendlines). Representative materials include Trader Vic: Methods of a Wall Street Master (1991); Reference source: https://thepatternsite.com/2B.html. The work is useful for chart patterns, price structure, and support/resistance; trend identification, moving averages, channels, and trend following.",2,2,1,1,0,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,,,0,0,0,0,優先用於：圖表型態、價格結構與支撐阻力；趨勢辨識、均線、通道與趨勢跟隨。,"Best used for: chart patterns, price structure, and support/resistance; trend identification, moving averages, channels, and trend following.",維克多・斯佩蘭迪奧在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Victor Sperandeo is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
robert-c-miner,85,羅伯特・邁納,Robert C. Miner,United States,,技術分析軟體/教育者、作家,author_practitioner,作者兼實戰交易者,Author-practitioner,20,艾略特波浪（波浪/時間價格）；費波納契時間/價格（時間價格）；動量（多週期動量）,Elliott Wave (wave/time-price work); Fibonacci Time and Price (time and price analysis); Momentum (multi-timeframe momentum),波浪、分形結構與時間價格路徑；價格水平、通道、費波納契與支撐阻力；動量、超買超賣、背離與趨勢強弱,"waves, fractal structure, and time-price paths; price levels, channels, Fibonacci work, and support/resistance; momentum, overbought/oversold conditions, divergence, and trend strength",《動態交易》（1997）；參考來源：https://books.google.com/books/about/Dynamic_Trading.html?id=ymtaAAAAYAAJ；參考來源：https://dynamictraders.com/dt-books/；參考來源：https://www.amazon.com/Dynamic-Trading-Practical-Strategies-Investors/dp/093438083X,Dynamic Trading (1997); Reference source: https://books.google.com/books/about/Dynamic_Trading.html?id=ymtaAAAAYAAJ; Reference source: https://dynamictraders.com/dt-books/; Reference source: https://www.amazon.com/Dynamic-Trading-Practical-Strategies-Investors/dp/093438083X,羅伯特・邁納（Robert C. Miner）定位為作者兼實戰交易者。研究/貢獻重點集中在艾略特波浪（波浪/時間價格）；費波納契時間/價格（時間價格）；動量（多週期動量）。代表資料包括《動態交易》（1997）；參考來源：https://books.google.com/books/about/Dynamic_Trading.html?id=ymtaAAAAYAAJ；參考來源：https://dynamictraders.com/dt-books/；參考來源：https://www.amazon.com/Dynamic-Trading-Practical-Strategies-Investors/dp/093438083X。可用於波浪、分形結構與時間價格路徑；價格水平、通道、費波納契與支撐阻力；動量、超買超賣、背離與趨勢強弱。,"Robert C. Miner (羅伯特・邁納) is classified as a Author-practitioner. The research/contribution focus is Elliott Wave (wave/time-price work); Fibonacci Time and Price (time and price analysis); Momentum (multi-timeframe momentum). Representative materials include Dynamic Trading (1997); Reference source: https://books.google.com/books/about/Dynamic_Trading.html?id=ymtaAAAAYAAJ; Reference source: https://dynamictraders.com/dt-books/; Reference source: https://www.amazon.com/Dynamic-Trading-Practical-Strategies-Investors/dp/093438083X. The work is useful for waves, fractal structure, and time-price paths; price levels, channels, Fibonacci work, and support/resistance; momentum, overbought/oversold conditions, divergence, and trend strength.",4,3,0,1,0,4 筆研究材料；3 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.,專題權威,Specialized authority,,,0,0,0,0,優先用於：波浪、分形結構與時間價格路徑；價格水平、通道、費波納契與支撐阻力；動量、超買超賣、背離與趨勢強弱。,"Best used for: waves, fractal structure, and time-price paths; price levels, channels, Fibonacci work, and support/resistance; momentum, overbought/oversold conditions, divergence, and trend strength.",羅伯特・邁納在完整資料庫中屬於專題權威，可從其代表材料與優勝指標交叉研究。,Robert C. Miner is a Specialized authority in the complete database; study the representative materials together with the winning indicators.
carolyn-boroden,86,卡洛琳・波羅登,Carolyn Boroden,United States,,Fibonacci 技術分析師、作家,indicator_specialist,指標專題專家,Indicator specialist,18,費波納契時間/價格（時間價格專家）；支撐阻力（價格叢集）；艾略特波浪（波浪/時間）,Fibonacci Time and Price (time-price specialist); Support and Resistance (price clusters); Elliott Wave (wave and timing work),價格水平、通道、費波納契與支撐阻力；圖表型態、價格結構與支撐阻力；波浪、分形結構與時間價格路徑,"price levels, channels, Fibonacci work, and support/resistance; chart patterns, price structure, and support/resistance; waves, fractal structure, and time-price paths",《費波納契交易》（2008）；參考來源：https://www.elliottwavetrader.net/analyst/Carolyn-Boroden；參考來源：https://www.moneyshow.com/expert/ote17731/carolyn-boroden/,Fibonacci Trading (2008); Reference source: https://www.elliottwavetrader.net/analyst/Carolyn-Boroden; Reference source: https://www.moneyshow.com/expert/ote17731/carolyn-boroden/,卡洛琳・波羅登（Carolyn Boroden）定位為指標專題專家。研究/貢獻重點集中在費波納契時間/價格（時間價格專家）；支撐阻力（價格叢集）；艾略特波浪（波浪/時間）。代表資料包括《費波納契交易》（2008）；參考來源：https://www.elliottwavetrader.net/analyst/Carolyn-Boroden；參考來源：https://www.moneyshow.com/expert/ote17731/carolyn-boroden/。可用於價格水平、通道、費波納契與支撐阻力；圖表型態、價格結構與支撐阻力；波浪、分形結構與時間價格路徑。,"Carolyn Boroden (卡洛琳・波羅登) is classified as a Indicator specialist. The research/contribution focus is Fibonacci Time and Price (time-price specialist); Support and Resistance (price clusters); Elliott Wave (wave and timing work). Representative materials include Fibonacci Trading (2008); Reference source: https://www.elliottwavetrader.net/analyst/Carolyn-Boroden; Reference source: https://www.moneyshow.com/expert/ote17731/carolyn-boroden/. The work is useful for price levels, channels, Fibonacci work, and support/resistance; chart patterns, price structure, and support/resistance; waves, fractal structure, and time-price paths.",3,2,0,1,0,3 筆研究材料；2 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.,補充研究者,Complementary researcher,,,0,0,0,0,優先用於：價格水平、通道、費波納契與支撐阻力；圖表型態、價格結構與支撐阻力；波浪、分形結構與時間價格路徑。,"Best used for: price levels, channels, Fibonacci work, and support/resistance; chart patterns, price structure, and support/resistance; waves, fractal structure, and time-price paths.",卡洛琳・波羅登在完整資料庫中屬於補充研究者，可從其代表材料與優勝指標交叉研究。,Carolyn Boroden is a Complementary researcher in the complete database; study the representative materials together with the winning indicators.
