material_id,expert_rank,expert_zh,expert_en,title_zh,title_en,material_type,material_type_zh,material_type_en,year,concepts_zh,concepts_en,source_url,source_title,source_type,source_type_zh,source_type_en,doi,isbn13,openlibrary_key,google_books_id,evidence_level,evidence_level_zh,evidence_level_en,notes_zh,notes_en
165,53,琳達・布拉德福德・拉什克,Linda Bradford Raschke,參考來源：https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,Reference source: https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,source,參考來源,Reference source,,價格行為；開盤區間突破；交易系統,Price Action; Opening Range Breakout; Trading Systems,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,book_catalog,書目資料,Book catalog,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",《Street Smarts》共同作者與 Market Wizards 受訪者，代表短線價格行為與實戰交易。,Research material linked to Linda Bradford Raschke for Price Action; Opening Range Breakout; Trading Systems.
167,54,拉倫斯・康納斯,Laurence A. Connors,《街頭智慧交易策略》,Street Smarts,book,書籍,Book,1996,Connors RSI；RSI 相對強弱指數；交易系統,ConnorsRSI; Relative Strength Index; Trading Systems,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,Street Smarts,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。,Research material linked to Laurence A. Connors for ConnorsRSI; Relative Strength Index; Trading Systems.
168,54,拉倫斯・康納斯,Laurence A. Connors,《有效的短線交易策略》,Short Term Trading Strategies That Work,book,書籍,Book,2008,Connors RSI；RSI 相對強弱指數；交易系統,ConnorsRSI; Relative Strength Index; Trading Systems,https://openlibrary.org/works/OL19901979W,Short term trading strategies that work,book_catalog,書目資料,Book catalog,,,/works/OL19901979W,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。,Research material linked to Laurence A. Connors for ConnorsRSI; Relative Strength Index; Trading Systems.
169,54,拉倫斯・康納斯,Laurence A. Connors,原文題名：ConnorsRSI,ConnorsRSI,indicator,技術指標,Technical indicator,2012,Connors RSI；RSI 相對強弱指數；交易系統,ConnorsRSI; Relative Strength Index; Trading Systems,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,ConnorsRSI,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。,Research material linked to Laurence A. Connors for ConnorsRSI; Relative Strength Index; Trading Systems.
170,54,拉倫斯・康納斯,Laurence A. Connors,參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,source,參考來源,Reference source,,Connors RSI；RSI 相對強弱指數；交易系統,ConnorsRSI; Relative Strength Index; Trading Systems,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。,Research material linked to Laurence A. Connors for ConnorsRSI; Relative Strength Index; Trading Systems.
171,54,拉倫斯・康納斯,Laurence A. Connors,參考來源：https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,Reference source: https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,source,參考來源,Reference source,,Connors RSI；RSI 相對強弱指數；交易系統,ConnorsRSI; Relative Strength Index; Trading Systems,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,book_catalog,書目資料,Book catalog,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。,Research material linked to Laurence A. Connors for ConnorsRSI; Relative Strength Index; Trading Systems.
172,55,安德魯・卡德威爾,Andrew Cardwell,原文題名：Cardwell RSI Positive/Negative Reversals,Cardwell RSI Positive/Negative Reversals,method,交易方法,Trading method,,RSI 相對強弱指數；動量,Relative Strength Index; Momentum,https://www.linkedin.com/in/andrew-cardwell-b318099,Cardwell RSI Positive/Negative Reversals,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",以 RSI Range Rules 與 Positive/Negative Reversals 聞名，是 RSI 進階應用的重要專家。,Research material linked to Andrew Cardwell for Relative Strength Index; Momentum.
174,55,安德魯・卡德威爾,Andrew Cardwell,參考來源：https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp,Reference source: https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp,source,參考來源,Reference source,,RSI 相對強弱指數；動量,Relative Strength Index; Momentum,https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp,https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",以 RSI Range Rules 與 Positive/Negative Reversals 聞名，是 RSI 進階應用的重要專家。,Research material linked to Andrew Cardwell for Relative Strength Index; Momentum.
173,55,安德魯・卡德威爾,Andrew Cardwell,參考來源：https://www.linkedin.com/in/andrew-cardwell-b318099,Reference source: https://www.linkedin.com/in/andrew-cardwell-b318099,source,參考來源,Reference source,,RSI 相對強弱指數；動量,Relative Strength Index; Momentum,https://www.linkedin.com/in/andrew-cardwell-b318099,https://www.linkedin.com/in/andrew-cardwell-b318099,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",以 RSI Range Rules 與 Positive/Negative Reversals 聞名，是 RSI 進階應用的重要專家。,Research material linked to Andrew Cardwell for Relative Strength Index; Momentum.
175,56,康斯坦絲・布朗,Constance Brown,《專業交易者技術分析》,Technical Analysis for the Trading Professional,book,書籍,Book,1999,RSI 相對強弱指數；動量；實證技術分析,Relative Strength Index; Momentum; Evidence-Based Technical Analysis,https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X,Technical analysis for the trading professional,book_catalog,書目資料,Book catalog,,,/works/OL1931266W,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",以 RSI 區間、Composite Index 與進階動量分析聞名，常被引用於 RSI 專題研究。,Research material linked to Constance Brown for Relative Strength Index; Momentum; Evidence-Based Technical Analysis.
176,56,康斯坦絲・布朗,Constance Brown,參考來源：https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X,Reference source: https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X,source,參考來源,Reference source,,RSI 相對強弱指數；動量；實證技術分析,Relative Strength Index; Momentum; Evidence-Based Technical Analysis,https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X,https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X,book_catalog,書目資料,Book catalog,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",以 RSI 區間、Composite Index 與進階動量分析聞名，常被引用於 RSI 專題研究。,Research material linked to Constance Brown for Relative Strength Index; Momentum; Evidence-Based Technical Analysis.
177,56,康斯坦絲・布朗,Constance Brown,參考來源：https://www.barchart.com/education/technical-indicators/cmb-composite-index,Reference source: https://www.barchart.com/education/technical-indicators/cmb-composite-index,source,參考來源,Reference source,,RSI 相對強弱指數；動量；實證技術分析,Relative Strength Index; Momentum; Evidence-Based Technical Analysis,https://www.barchart.com/education/technical-indicators/cmb-composite-index,https://www.barchart.com/education/technical-indicators/cmb-composite-index,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",以 RSI 區間、Composite Index 與進階動量分析聞名，常被引用於 RSI 專題研究。,Research material linked to Constance Brown for Relative Strength Index; Momentum; Evidence-Based Technical Analysis.
178,57,約翰・艾勒斯,John F. Ehlers,《交易者的火箭科學》,Rocket Science for Traders,book,書籍,Book,2001,週期分析；Ehlers 濾波器；交易系統,Cycle Analysis; Ehlers Filters; Trading Systems,https://www.mesasoftware.com/TechnicalArticles.htm,Rocket Science for Traders,book_reference,書籍參考,Book reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",把數位訊號處理與週期濾波引入技術指標，是現代自適應與濾波指標的重要人物。,Research material linked to John F. Ehlers for Cycle Analysis; Ehlers Filters; Trading Systems.
179,57,約翰・艾勒斯,John F. Ehlers,《股票與期貨控制論分析》,Cybernetic Analysis for Stocks and Futures,book,書籍,Book,2004,週期分析；Ehlers 濾波器；交易系統,Cycle Analysis; Ehlers Filters; Trading Systems,https://openlibrary.org/works/OL4117086W,Cybernetic Analysis for Stocks and Futures,book_catalog,書目資料,Book catalog,,,/works/OL4117086W,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",把數位訊號處理與週期濾波引入技術指標，是現代自適應與濾波指標的重要人物。,Research material linked to John F. Ehlers for Cycle Analysis; Ehlers Filters; Trading Systems.
180,57,約翰・艾勒斯,John F. Ehlers,參考來源：https://www.mesasoftware.com/TechnicalArticles.htm,Reference source: https://www.mesasoftware.com/TechnicalArticles.htm,source,參考來源,Reference source,,週期分析；Ehlers 濾波器；交易系統,Cycle Analysis; Ehlers Filters; Trading Systems,https://www.mesasoftware.com/TechnicalArticles.htm,https://www.mesasoftware.com/TechnicalArticles.htm,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",把數位訊號處理與週期濾波引入技術指標，是現代自適應與濾波指標的重要人物。,Research material linked to John F. Ehlers for Cycle Analysis; Ehlers Filters; Trading Systems.
181,58,穆雷・魯傑羅,Murray A. Ruggiero Jr.,《控制論交易策略》,Cybernetic Trading Strategies,book,書籍,Book,1997,交易系統；回測與系統驗證；實證技術分析,Trading Systems; Backtesting; Evidence-Based Technical Analysis,https://openlibrary.org/works/OL3359067W,Cybernetic trading strategies,book_catalog,書目資料,Book catalog,,,/works/OL3359067W,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",專注交易系統、模糊邏輯、機器學習與技術規則，適合交易系統與回測分類。,Research material linked to Murray A. Ruggiero Jr. for Trading Systems; Backtesting; Evidence-Based Technical Analysis.
182,58,穆雷・魯傑羅,Murray A. Ruggiero Jr.,參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,source,參考來源,Reference source,,交易系統；回測與系統驗證；實證技術分析,Trading Systems; Backtesting; Evidence-Based Technical Analysis,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",專注交易系統、模糊邏輯、機器學習與技術規則，適合交易系統與回測分類。,Research material linked to Murray A. Ruggiero Jr. for Trading Systems; Backtesting; Evidence-Based Technical Analysis.
183,59,羅伯特・帕多,Robert Pardo,《交易系統設計、測試與最佳化》,"Design, Testing, and Optimization of Trading Systems",book,書籍,Book,1992,回測與系統驗證；交易系統；實證技術分析,Backtesting; Trading Systems; Evidence-Based Technical Analysis,https://openlibrary.org/works/OL21513106W,"Design, Testing, and Optimization of Trading Systems",book_catalog,書目資料,Book catalog,,,/works/OL21513106W,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",其交易系統設計、測試與優化著作是量化技術分析與策略驗證常見參考。,Research material linked to Robert Pardo for Backtesting; Trading Systems; Evidence-Based Technical Analysis.
184,59,羅伯特・帕多,Robert Pardo,參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,source,參考來源,Reference source,,回測與系統驗證；交易系統；實證技術分析,Backtesting; Trading Systems; Evidence-Based Technical Analysis,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",其交易系統設計、測試與優化著作是量化技術分析與策略驗證常見參考。,Research material linked to Robert Pardo for Backtesting; Trading Systems; Evidence-Based Technical Analysis.
185,60,霍華德・班迪,Howard Bandy,《量化交易系統》,Quantitative Trading Systems,book,書籍,Book,2007,交易系統；回測與系統驗證；實證技術分析,Trading Systems; Backtesting; Evidence-Based Technical Analysis,https://openlibrary.org/works/OL20272151W,Quantitative Trading Systems,book_catalog,書目資料,Book catalog,,,/works/OL20272151W,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",以交易系統建模、風險與回測流程著作聞名，適合本地資料庫後續加入策略驗證欄位。,Research material linked to Howard Bandy for Trading Systems; Backtesting; Evidence-Based Technical Analysis.
186,60,霍華德・班迪,Howard Bandy,《交易系統績效建模》,Modeling Trading System Performance,book,書籍,Book,2011,交易系統；回測與系統驗證；實證技術分析,Trading Systems; Backtesting; Evidence-Based Technical Analysis,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Modeling Trading System Performance,book_reference,書籍參考,Book reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",以交易系統建模、風險與回測流程著作聞名，適合本地資料庫後續加入策略驗證欄位。,Research material linked to Howard Bandy for Trading Systems; Backtesting; Evidence-Based Technical Analysis.
187,60,霍華德・班迪,Howard Bandy,參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,source,參考來源,Reference source,,交易系統；回測與系統驗證；實證技術分析,Trading Systems; Backtesting; Evidence-Based Technical Analysis,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",以交易系統建模、風險與回測流程著作聞名，適合本地資料庫後續加入策略驗證欄位。,Research material linked to Howard Bandy for Trading Systems; Backtesting; Evidence-Based Technical Analysis.
188,61,湯瑪斯・史翠茲曼,Thomas Stridsman,《有效的交易系統》,Trading Systems That Work,book,書籍,Book,2000,交易系統；回測與系統驗證；趨勢跟隨,Trading Systems; Backtesting; Trend Following,https://openlibrary.org/works/OL282070W,Trading Systems That Work,book_catalog,書目資料,Book catalog,,,/works/OL282070W,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",交易系統設計與測試作者，對規則化技術分析與系統交易資料庫有參考價值。,Research material linked to Thomas Stridsman for Trading Systems; Backtesting; Trend Following.
189,61,湯瑪斯・史翠茲曼,Thomas Stridsman,參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,source,參考來源,Reference source,,交易系統；回測與系統驗證；趨勢跟隨,Trading Systems; Backtesting; Trend Following,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",交易系統設計與測試作者，對規則化技術分析與系統交易資料庫有參考價值。,Research material linked to Thomas Stridsman for Trading Systems; Backtesting; Trend Following.
190,62,達利・古比,Daryl Guppy,《交易戰術》,Trading Tactics,book,書籍,Book,1997,Guppy 多重移動平均；移動平均；趨勢跟隨,Guppy Multiple Moving Average; Moving Average; Trend Following,https://openlibrary.org/works/OL9915040W,Mico trading tactics,book_catalog,書目資料,Book catalog,,,/works/OL9915040W,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",Guppy Multiple Moving Average 以兩組 EMA 判讀短長期交易者行為，常見於趨勢篩選。,Research material linked to Daryl Guppy for Guppy Multiple Moving Average; Moving Average; Trend Following.
191,62,達利・古比,Daryl Guppy,參考來源：https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,Reference source: https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,source,參考來源,Reference source,,Guppy 多重移動平均；移動平均；趨勢跟隨,Guppy Multiple Moving Average; Moving Average; Trend Following,https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Guppy Multiple Moving Average 以兩組 EMA 判讀短長期交易者行為，常見於趨勢篩選。,Research material linked to Daryl Guppy for Guppy Multiple Moving Average; Moving Average; Trend Following.
192,63,艾倫・霍爾,Alan Hull,原文題名：Hull Moving Average,Hull Moving Average,indicator,技術指標,Technical indicator,2005,Hull 移動平均；移動平均,Hull Moving Average; Moving Average,https://alanhull.com/the-hull-moving-average/,Hull Moving Average,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Hull Moving Average 以降低均線滯後聞名，是均線類指標的重要改良。,Research material linked to Alan Hull for Hull Moving Average; Moving Average.
193,63,艾倫・霍爾,Alan Hull,參考來源：https://alanhull.com/the-hull-moving-average/,Reference source: https://alanhull.com/the-hull-moving-average/,source,參考來源,Reference source,,Hull 移動平均；移動平均,Hull Moving Average; Moving Average,https://alanhull.com/the-hull-moving-average/,https://alanhull.com/the-hull-moving-average/,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Hull Moving Average 以降低均線滯後聞名，是均線類指標的重要改良。,Research material linked to Alan Hull for Hull Moving Average; Moving Average.
194,63,艾倫・霍爾,Alan Hull,參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,source,參考來源,Reference source,,Hull 移動平均；移動平均,Hull Moving Average; Moving Average,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Hull Moving Average 以降低均線滯後聞名，是均線類指標的重要改良。,Research material linked to Alan Hull for Hull Moving Average; Moving Average.
195,64,約翰・麥金利,John R. McGinley,原文題名：McGinley Dynamic,McGinley Dynamic,indicator,技術指標,Technical indicator,1997,McGinley Dynamic；移動平均,McGinley Dynamic; Moving Average,https://www.earn2trade.com/blog/mcginley-dynamic-indicator/,McGinley Dynamic,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",McGinley Dynamic 嘗試解決傳統均線跟不上市場速度的問題，屬均線改良指標。,Research material linked to John R. McGinley for McGinley Dynamic; Moving Average.
198,64,約翰・麥金利,John R. McGinley,參考來源：https://dotnet.stockindicators.dev/indicators/Dynamic/,Reference source: https://dotnet.stockindicators.dev/indicators/Dynamic/,source,參考來源,Reference source,,McGinley Dynamic；移動平均,McGinley Dynamic; Moving Average,https://dotnet.stockindicators.dev/indicators/Dynamic/,https://dotnet.stockindicators.dev/indicators/Dynamic/,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",McGinley Dynamic 嘗試解決傳統均線跟不上市場速度的問題，屬均線改良指標。,Research material linked to John R. McGinley for McGinley Dynamic; Moving Average.
196,64,約翰・麥金利,John R. McGinley,參考來源：https://www.earn2trade.com/blog/mcginley-dynamic-indicator/,Reference source: https://www.earn2trade.com/blog/mcginley-dynamic-indicator/,source,參考來源,Reference source,,McGinley Dynamic；移動平均,McGinley Dynamic; Moving Average,https://www.earn2trade.com/blog/mcginley-dynamic-indicator/,https://www.earn2trade.com/blog/mcginley-dynamic-indicator/,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",McGinley Dynamic 嘗試解決傳統均線跟不上市場速度的問題，屬均線改良指標。,Research material linked to John R. McGinley for McGinley Dynamic; Moving Average.
197,64,約翰・麥金利,John R. McGinley,參考來源：https://www.investopedia.com/terms/m/mcginley-dynamic.asp,Reference source: https://www.investopedia.com/terms/m/mcginley-dynamic.asp,source,參考來源,Reference source,,McGinley Dynamic；移動平均,McGinley Dynamic; Moving Average,https://www.investopedia.com/terms/m/mcginley-dynamic.asp,https://www.investopedia.com/terms/m/mcginley-dynamic.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",McGinley Dynamic 嘗試解決傳統均線跟不上市場速度的問題，屬均線改良指標。,Research material linked to John R. McGinley for McGinley Dynamic; Moving Average.
199,65,派翠克・馬洛伊,Patrick G. Mulloy,原文題名：Smoothing Data with Faster Moving Averages,Smoothing Data with Faster Moving Averages,article,文章,Article,1994,DEMA / TEMA；移動平均,Double/Triple Exponential Moving Average; Moving Average,https://doi.org/10.4324/9781003129431-6,Smoothing data trends by using moving averages,academic_paper,學術論文,Academic paper,10.4324/9781003129431-6,,,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",DEMA/TEMA 改良均線滯後問題，在交易平台中常見。,Research material linked to Patrick G. Mulloy for Double/Triple Exponential Moving Average; Moving Average.
200,65,派翠克・馬洛伊,Patrick G. Mulloy,參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema,Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema,source,參考來源,Reference source,,DEMA / TEMA；移動平均,Double/Triple Exponential Moving Average; Moving Average,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",DEMA/TEMA 改良均線滯後問題，在交易平台中常見。,Research material linked to Patrick G. Mulloy for Double/Triple Exponential Moving Average; Moving Average.
201,65,派翠克・馬洛伊,Patrick G. Mulloy,參考來源：https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,Reference source: https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,source,參考來源,Reference source,,DEMA / TEMA；移動平均,Double/Triple Exponential Moving Average; Moving Average,https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",DEMA/TEMA 改良均線滯後問題，在交易平台中常見。,Research material linked to Patrick G. Mulloy for Double/Triple Exponential Moving Average; Moving Average.
202,66,傑克・哈特森,Jack K. Hutson,原文題名：Good TRIX,Good TRIX,article,文章,Article,1980,TRIX；動量,Triple Exponential Average; Momentum,https://doi.org/10.11647/obp.0377,Trix,academic_paper,學術論文,Academic paper,10.11647/obp.0377,,,,high,高：官方、書目、論文、CMT/專業來源或主要指標參考,"High: official, bibliographic, paper, CMT/professional, or primary indicator reference",TRIX 創作者，將三重 EMA 平滑後的變化率用於趨勢/動量訊號。,Research material linked to Jack K. Hutson for Triple Exponential Average; Momentum.
203,66,傑克・哈特森,Jack K. Hutson,參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/trix,Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/trix,source,參考來源,Reference source,,TRIX；動量,Triple Exponential Average; Momentum,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/trix,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/trix,indicator_reference,指標參考,Indicator reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",TRIX 創作者，將三重 EMA 平滑後的變化率用於趨勢/動量訊號。,Research material linked to Jack K. Hutson for Triple Exponential Average; Momentum.
204,67,金・匡,Gene Quong,原文題名：Money Flow Index,Money Flow Index,indicator,技術指標,Technical indicator,1989,MFI 資金流量指標；成交量分析,Money Flow Index; Volume Analysis,https://www.tradingview.com/support/solutions/43000502348-money-flow-mfi/,Money Flow Index,web_reference,網頁參考,Web reference,,,,,medium,中：可靠網頁、百科、交易平台或二級整理來源,"Medium: reliable web, encyclopedia, platform, or secondary reference",Money Flow Index 共同創作者，將成交量整合進 RSI 類動量分析。,Research material linked to Gene Quong for Money Flow Index; Volume Analysis.
