expert_rank,expert_zh,expert_en,title,material_type,year,primary_concept,concept_slugs,authors,publisher,container_title,source_url,source_title,source_type,doi,isbn13,openlibrary_key,google_books_id,evidence_level,api_enriched,notes_zh
45,艾德森・古爾德,Edson Gould,Findings & Forecasts,newsletter,,sentiment,sentiment;breadth;trend-following,Edson Gould,,,https://www.investopedia.com/articles/financial-theory/10/pioneers-technical-analysis.asp,Findings & Forecasts,indicator_reference,,,,,medium,no,Investopedia 將其列為技術分析先驅之一，以 Senti-Meter 等長期市場指標聞名。
45,艾德森・古爾德,Edson Gould,https://www.investopedia.com/articles/financial-theory/10/pioneers-technical-analysis.asp,source,,sentiment,sentiment;breadth;trend-following,,,,https://www.investopedia.com/articles/financial-theory/10/pioneers-technical-analysis.asp,https://www.investopedia.com/articles/financial-theory/10/pioneers-technical-analysis.asp,indicator_reference,,,,,medium,seed_source,Investopedia 將其列為技術分析先驅之一，以 Senti-Meter 等長期市場指標聞名。
45,艾德森・古爾德,Edson Gould,https://chartschool.stockcharts.com/table-of-contents/chart-analysis/chart-annotation-tools/speed-resistance-lines,source,,sentiment,sentiment;breadth;trend-following,,,,https://chartschool.stockcharts.com/table-of-contents/chart-analysis/chart-annotation-tools/speed-resistance-lines,https://chartschool.stockcharts.com/table-of-contents/chart-analysis/chart-annotation-tools/speed-resistance-lines,indicator_reference,,,,,medium,seed_source,Investopedia 將其列為技術分析先驅之一，以 Senti-Meter 等長期市場指標聞名。
45,艾德森・古爾德,Edson Gould,https://www.mcoscillator.com/learning_center/weekly_chart/edson_goulds_daily_point_index/,source,,sentiment,sentiment;breadth;trend-following,,,,https://www.mcoscillator.com/learning_center/weekly_chart/edson_goulds_daily_point_index/,https://www.mcoscillator.com/learning_center/weekly_chart/edson_goulds_daily_point_index/,web_reference,,,,,medium,seed_source,Investopedia 將其列為技術分析先驅之一，以 Senti-Meter 等長期市場指標聞名。
46,保羅・德斯蒙德,Paul Desmond,Identifying Bear Market Bottoms and New Bull Markets,paper,2002,breadth,breadth;sentiment;dow-theory,John M. maheu; Thomas H. McCurdy,Informa UK Limited,Journal of Business &amp; Economic Statistics,https://doi.org/10.1080/07350015.2000.10524851,Identifying Bull and Bear Markets in Stock Returns,academic_paper,10.1080/07350015.2000.10524851,,,,high,yes,2002 Charles H. Dow Award 得主，研究熊市底部與新牛市確認，適合市場寬度/底部研究資料庫。
46,保羅・德斯蒙德,Paul Desmond,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,source,,breadth,breadth;sentiment;dow-theory,,,,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,award_or_professional,,,,,high,seed_source,2002 Charles H. Dow Award 得主，研究熊市底部與新牛市確認，適合市場寬度/底部研究資料庫。
47,理查・羅素,Richard Russell,Dow Theory Letters,newsletter,1958,dow-theory,dow-theory;trend-following,Richard Russell,,,https://en.wikipedia.org/wiki/Richard_Russell_(Dow_Theory),Dow Theory Letters,web_reference,,,,,medium,no,長期撰寫 Dow Theory Letters，是道氏理論在現代市場評論中的代表人物。
47,理查・羅素,Richard Russell,https://en.wikipedia.org/wiki/Richard_Russell_(Dow_Theory),source,,dow-theory,dow-theory;trend-following,,,,https://en.wikipedia.org/wiki/Richard_Russell_(Dow_Theory),https://en.wikipedia.org/wiki/Richard_Russell_(Dow_Theory),web_reference,,,,,medium,seed_source,長期撰寫 Dow Theory Letters，是道氏理論在現代市場評論中的代表人物。
47,理查・羅素,Richard Russell,https://www.fa-mag.com/news/richard-russell--publisher-of-dow-theory-letters--dies-at-91-23996.html?print=,source,,dow-theory,dow-theory;trend-following,,,,https://www.fa-mag.com/news/richard-russell--publisher-of-dow-theory-letters--dies-at-91-23996.html?print=,https://www.fa-mag.com/news/richard-russell--publisher-of-dow-theory-letters--dies-at-91-23996.html?print=,web_reference,,,,,medium,seed_source,長期撰寫 Dow Theory Letters，是道氏理論在現代市場評論中的代表人物。
47,理查・羅素,Richard Russell,https://www.trendfollowing.com/2013/03/16/ep-109-richard-russell-and-dow-theory-with-michael-covel-on-trend-following-radio/,source,,dow-theory,dow-theory;trend-following,,,,https://www.trendfollowing.com/2013/03/16/ep-109-richard-russell-and-dow-theory-with-michael-covel-on-trend-following-radio/,https://www.trendfollowing.com/2013/03/16/ep-109-richard-russell-and-dow-theory-with-michael-covel-on-trend-following-radio/,web_reference,,,,,medium,seed_source,長期撰寫 Dow Theory Letters，是道氏理論在現代市場評論中的代表人物。
48,史坦・溫斯坦,Stan Weinstein,Secrets for Profiting in Bull and Bear Markets,book,1988,stage-analysis,stage-analysis;relative-strength;volume-analysis,Stan Weinstein,,,https://www.investopedia.com/articles/investing/070715/trading-stage-analysis.asp,Secrets for Profiting in Bull and Bear Markets,indicator_reference,,,,,medium,no,四階段分析與相對強弱/成交量突破選股方法在股票技術分析中常被使用。
48,史坦・溫斯坦,Stan Weinstein,https://www.investopedia.com/articles/investing/070715/trading-stage-analysis.asp,source,,stage-analysis,stage-analysis;relative-strength;volume-analysis,,,,https://www.investopedia.com/articles/investing/070715/trading-stage-analysis.asp,https://www.investopedia.com/articles/investing/070715/trading-stage-analysis.asp,indicator_reference,,,,,medium,seed_source,四階段分析與相對強弱/成交量突破選股方法在股票技術分析中常被使用。
48,史坦・溫斯坦,Stan Weinstein,https://www.stageanalysis.net/,source,,stage-analysis,stage-analysis;relative-strength;volume-analysis,,,,https://www.stageanalysis.net/,https://www.stageanalysis.net/,web_reference,,,,,medium,seed_source,四階段分析與相對強弱/成交量突破選股方法在股票技術分析中常被使用。
49,威廉・歐尼爾,William J. O'Neil,How to Make Money in Stocks,book,1988,can-slim,can-slim;cup-with-handle;relative-strength,William J. O'Neil,,,https://www.investopedia.com/terms/c/canslim.asp,How to Make Money in Stocks,indicator_reference,,,,,medium,no,CAN SLIM、杯柄形態與相對強弱選股方法在成長股股票交易者中極具影響力。
49,威廉・歐尼爾,William J. O'Neil,https://www.investopedia.com/terms/c/canslim.asp,source,,can-slim,can-slim;cup-with-handle;relative-strength,,,,https://www.investopedia.com/terms/c/canslim.asp,https://www.investopedia.com/terms/c/canslim.asp,indicator_reference,,,,,medium,seed_source,CAN SLIM、杯柄形態與相對強弱選股方法在成長股股票交易者中極具影響力。
49,威廉・歐尼爾,William J. O'Neil,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cup-with-handle,source,,can-slim,can-slim;cup-with-handle;relative-strength,,,,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cup-with-handle,https://www.fidelity.com/learning-center/trading-investing/technical-analysis/technical-indicator-guide/cup-with-handle,indicator_reference,,,,,medium,seed_source,CAN SLIM、杯柄形態與相對強弱選股方法在成長股股票交易者中極具影響力。
50,馬克・米勒維尼,Mark Minervini,Trade Like a Stock Market Wizard,book,2013,vcp,vcp;relative-strength;cup-with-handle,Mark Minervini,,,https://openlibrary.org/works/OL17513152W,Trade Like a Stock Market Wizard,book_catalog,,,/works/OL17513152W,,high,yes,以 SEPA 與 VCP 波動收縮形態聞名，是現代美股動能/成長股技術交易代表。
50,馬克・米勒維尼,Mark Minervini,Think and Trade Like a Champion,book,2017,vcp,vcp;relative-strength;cup-with-handle,Mark Minervini,,,https://trendspider.com/learning-center/volatility-contraction-pattern-vcp/,Think and Trade Like a Champion,book_reference,,,,,medium,no,以 SEPA 與 VCP 波動收縮形態聞名，是現代美股動能/成長股技術交易代表。
50,馬克・米勒維尼,Mark Minervini,https://trendspider.com/learning-center/volatility-contraction-pattern-vcp/,source,,vcp,vcp;relative-strength;cup-with-handle,,,,https://trendspider.com/learning-center/volatility-contraction-pattern-vcp/,https://trendspider.com/learning-center/volatility-contraction-pattern-vcp/,web_reference,,,,,medium,seed_source,以 SEPA 與 VCP 波動收縮形態聞名，是現代美股動能/成長股技術交易代表。
51,尼古拉斯・達瓦斯,Nicolas Darvas,"How I Made $2,000,000 in the Stock Market",book,1960,chart-patterns,chart-patterns;trend-following;relative-strength,Nicolas Darvas,,,https://openlibrary.org/works/OL6662939W,"How I Made $2,000,000 In The Stock Market",book_catalog,,,/works/OL6662939W,,high,yes,Darvas Box 是早期股票箱型突破交易的經典案例。
51,尼古拉斯・達瓦斯,Nicolas Darvas,https://en.wikipedia.org/wiki/Nicolas_Darvas,source,,chart-patterns,chart-patterns;trend-following;relative-strength,,,,https://en.wikipedia.org/wiki/Nicolas_Darvas,https://en.wikipedia.org/wiki/Nicolas_Darvas,web_reference,,,,,medium,seed_source,Darvas Box 是早期股票箱型突破交易的經典案例。
52,布萊恩・香農,Brian Shannon,Technical Analysis Using Multiple Timeframes,book,2008,vwap,vwap;price-action;support-resistance,Brian Shannon,,,https://openlibrary.org/works/OL19905807W,Technical analysis using multiple timeframes,book_catalog,,,/works/OL19905807W,,high,yes,多週期技術分析與 Anchored VWAP 教學影響力高，適合放入 VWAP/價格結構分類。
52,布萊恩・香農,Brian Shannon,Maximum Trading Gains with Anchored VWAP,book,2023,vwap,vwap;price-action;support-resistance,Brian Shannon,,,https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ,Maximum Trading Gains with Anchored VWAP,book_catalog,,,/works/OL34054577W,,high,yes,多週期技術分析與 Anchored VWAP 教學影響力高，適合放入 VWAP/價格結構分類。
52,布萊恩・香農,Brian Shannon,https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ,source,,vwap,vwap;price-action;support-resistance,,,,https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ,https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ,book_catalog,,,,,medium,seed_source,多週期技術分析與 Anchored VWAP 教學影響力高，適合放入 VWAP/價格結構分類。
53,琳達・布拉德福德・拉什克,Linda Bradford Raschke,Street Smarts,book,1996,price-action,price-action;opening-range-breakout;systems-trading,Linda Bradford Raschke,,,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,Street Smarts,book_catalog,,,,,high,no,《Street Smarts》共同作者與 Market Wizards 受訪者，代表短線價格行為與實戰交易。
53,琳達・布拉德福德・拉什克,Linda Bradford Raschke,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,source,,price-action,price-action;opening-range-breakout;systems-trading,,,,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,book_catalog,,,,,medium,seed_source,《Street Smarts》共同作者與 Market Wizards 受訪者，代表短線價格行為與實戰交易。
53,琳達・布拉德福德・拉什克,Linda Bradford Raschke,https://lindaraschke.net/recommended-reading/,source,,price-action,price-action;opening-range-breakout;systems-trading,,,,https://lindaraschke.net/recommended-reading/,https://lindaraschke.net/recommended-reading/,web_reference,,,,,medium,seed_source,《Street Smarts》共同作者與 Market Wizards 受訪者，代表短線價格行為與實戰交易。
54,拉倫斯・康納斯,Laurence A. Connors,Street Smarts,book,1996,connors-rsi,connors-rsi;rsi;systems-trading,Laurence A. Connors,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,Street Smarts,indicator_reference,,,,,medium,no,ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。
54,拉倫斯・康納斯,Laurence A. Connors,Short Term Trading Strategies That Work,book,2008,connors-rsi,connors-rsi;rsi;systems-trading,Laurence A. Connors,,,https://openlibrary.org/works/OL19901979W,Short term trading strategies that work,book_catalog,,,/works/OL19901979W,,high,yes,ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。
54,拉倫斯・康納斯,Laurence A. Connors,ConnorsRSI,indicator,2012,connors-rsi,connors-rsi;rsi;systems-trading,Laurence A. Connors,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,ConnorsRSI,indicator_reference,,,,,medium,no,ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。
54,拉倫斯・康納斯,Laurence A. Connors,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,source,,connors-rsi,connors-rsi;rsi;systems-trading,,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/connorsrsi,indicator_reference,,,,,medium,seed_source,ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。
54,拉倫斯・康納斯,Laurence A. Connors,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,source,,connors-rsi,connors-rsi;rsi;systems-trading,,,,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,book_catalog,,,,,medium,seed_source,ConnorsRSI 與短線 RSI2/均值回歸策略在量化與短線交易圈常被引用。
55,安德魯・卡德威爾,Andrew Cardwell,Cardwell RSI Positive/Negative Reversals,method,,rsi,rsi;momentum,Andrew Cardwell,,,https://www.linkedin.com/in/andrew-cardwell-b318099,Cardwell RSI Positive/Negative Reversals,web_reference,,,,,medium,no,以 RSI Range Rules 與 Positive/Negative Reversals 聞名，是 RSI 進階應用的重要專家。
55,安德魯・卡德威爾,Andrew Cardwell,https://www.linkedin.com/in/andrew-cardwell-b318099,source,,rsi,rsi;momentum,,,,https://www.linkedin.com/in/andrew-cardwell-b318099,https://www.linkedin.com/in/andrew-cardwell-b318099,web_reference,,,,,medium,seed_source,以 RSI Range Rules 與 Positive/Negative Reversals 聞名，是 RSI 進階應用的重要專家。
55,安德魯・卡德威爾,Andrew Cardwell,https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp,source,,rsi,rsi;momentum,,,,https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp,https://www.investopedia.com/articles/active-trading/042114/overbought-or-oversold-use-relative-strength-index-find-out.asp,indicator_reference,,,,,medium,seed_source,以 RSI Range Rules 與 Positive/Negative Reversals 聞名，是 RSI 進階應用的重要專家。
56,康斯坦絲・布朗,Constance Brown,Technical Analysis for the Trading Professional,book,1999,rsi,rsi;momentum;evidence-based-ta,Constance M. Brown,,,https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X,Technical analysis for the trading professional,book_catalog,,,/works/OL1931266W,,high,yes,以 RSI 區間、Composite Index 與進階動量分析聞名，常被引用於 RSI 專題研究。
56,康斯坦絲・布朗,Constance Brown,https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X,source,,rsi,rsi;momentum;evidence-based-ta,,,,https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X,https://www.amazon.com/Technical-Analysis-Trading-Professional-Second/dp/007175914X,book_catalog,,,,,medium,seed_source,以 RSI 區間、Composite Index 與進階動量分析聞名，常被引用於 RSI 專題研究。
56,康斯坦絲・布朗,Constance Brown,https://www.barchart.com/education/technical-indicators/cmb-composite-index,source,,rsi,rsi;momentum;evidence-based-ta,,,,https://www.barchart.com/education/technical-indicators/cmb-composite-index,https://www.barchart.com/education/technical-indicators/cmb-composite-index,web_reference,,,,,medium,seed_source,以 RSI 區間、Composite Index 與進階動量分析聞名，常被引用於 RSI 專題研究。
57,約翰・艾勒斯,John F. Ehlers,Rocket Science for Traders,book,2001,cycle-analysis,cycle-analysis;ehlers-filters;systems-trading,John F. Ehlers,,,https://www.mesasoftware.com/TechnicalArticles.htm,Rocket Science for Traders,book_reference,,,,,medium,no,把數位訊號處理與週期濾波引入技術指標，是現代自適應與濾波指標的重要人物。
57,約翰・艾勒斯,John F. Ehlers,Cybernetic Analysis for Stocks and Futures,book,2004,cycle-analysis,cycle-analysis;ehlers-filters;systems-trading,John F. Ehlers,,,https://openlibrary.org/works/OL4117086W,Cybernetic Analysis for Stocks and Futures,book_catalog,,,/works/OL4117086W,,high,yes,把數位訊號處理與週期濾波引入技術指標，是現代自適應與濾波指標的重要人物。
57,約翰・艾勒斯,John F. Ehlers,https://www.mesasoftware.com/TechnicalArticles.htm,source,,cycle-analysis,cycle-analysis;ehlers-filters;systems-trading,,,,https://www.mesasoftware.com/TechnicalArticles.htm,https://www.mesasoftware.com/TechnicalArticles.htm,web_reference,,,,,medium,seed_source,把數位訊號處理與週期濾波引入技術指標，是現代自適應與濾波指標的重要人物。
58,穆雷・魯傑羅,Murray A. Ruggiero Jr.,Cybernetic Trading Strategies,book,1997,systems-trading,systems-trading;backtesting;evidence-based-ta,Murray A. Ruggiero,,,https://openlibrary.org/works/OL3359067W,Cybernetic trading strategies,book_catalog,,,/works/OL3359067W,,high,yes,專注交易系統、模糊邏輯、機器學習與技術規則，適合交易系統與回測分類。
58,穆雷・魯傑羅,Murray A. Ruggiero Jr.,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,source,,systems-trading,systems-trading;backtesting;evidence-based-ta,,,,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,web_reference,,,,,medium,seed_source,專注交易系統、模糊邏輯、機器學習與技術規則，適合交易系統與回測分類。
59,羅伯特・帕多,Robert Pardo,"Design, Testing, and Optimization of Trading Systems",book,1992,backtesting,backtesting;systems-trading;evidence-based-ta,Robert Pardo,,,https://openlibrary.org/works/OL21513106W,"Design, Testing, and Optimization of Trading Systems",book_catalog,,,/works/OL21513106W,,high,yes,其交易系統設計、測試與優化著作是量化技術分析與策略驗證常見參考。
59,羅伯特・帕多,Robert Pardo,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,source,,backtesting,backtesting;systems-trading;evidence-based-ta,,,,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,web_reference,,,,,medium,seed_source,其交易系統設計、測試與優化著作是量化技術分析與策略驗證常見參考。
60,霍華德・班迪,Howard Bandy,Quantitative Trading Systems,book,2007,systems-trading,systems-trading;backtesting;evidence-based-ta,Dr Howard B Bandy,,,https://openlibrary.org/works/OL20272151W,Quantitative Trading Systems,book_catalog,,,/works/OL20272151W,,high,yes,以交易系統建模、風險與回測流程著作聞名，適合本地資料庫後續加入策略驗證欄位。
60,霍華德・班迪,Howard Bandy,Modeling Trading System Performance,book,2011,systems-trading,systems-trading;backtesting;evidence-based-ta,Howard Bandy,,,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Modeling Trading System Performance,book_reference,,,,,medium,no,以交易系統建模、風險與回測流程著作聞名，適合本地資料庫後續加入策略驗證欄位。
60,霍華德・班迪,Howard Bandy,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,source,,systems-trading,systems-trading;backtesting;evidence-based-ta,,,,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,web_reference,,,,,medium,seed_source,以交易系統建模、風險與回測流程著作聞名，適合本地資料庫後續加入策略驗證欄位。
61,湯瑪斯・史翠茲曼,Thomas Stridsman,Trading Systems That Work,book,2000,systems-trading,systems-trading;backtesting;trend-following,Thomas Stridsman,,,https://openlibrary.org/works/OL282070W,Trading Systems That Work,book_catalog,,,/works/OL282070W,,high,yes,交易系統設計與測試作者，對規則化技術分析與系統交易資料庫有參考價值。
61,湯瑪斯・史翠茲曼,Thomas Stridsman,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,source,,systems-trading,systems-trading;backtesting;trend-following,,,,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,web_reference,,,,,medium,seed_source,交易系統設計與測試作者，對規則化技術分析與系統交易資料庫有參考價值。
62,達利・古比,Daryl Guppy,Trading Tactics,book,1997,guppy-mma,guppy-mma;moving-average;trend-following,Oliver Velez,,,https://openlibrary.org/works/OL9915040W,Mico trading tactics,book_catalog,,,/works/OL9915040W,,high,yes,Guppy Multiple Moving Average 以兩組 EMA 判讀短長期交易者行為，常見於趨勢篩選。
62,達利・古比,Daryl Guppy,https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,source,,guppy-mma,guppy-mma;moving-average;trend-following,,,,https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,indicator_reference,,,,,medium,seed_source,Guppy Multiple Moving Average 以兩組 EMA 判讀短長期交易者行為，常見於趨勢篩選。
63,艾倫・霍爾,Alan Hull,Hull Moving Average,indicator,2005,hull-ma,hull-ma;moving-average,Alan Hull,,,https://alanhull.com/the-hull-moving-average/,Hull Moving Average,web_reference,,,,,medium,no,Hull Moving Average 以降低均線滯後聞名，是均線類指標的重要改良。
63,艾倫・霍爾,Alan Hull,https://alanhull.com/the-hull-moving-average/,source,,hull-ma,hull-ma;moving-average,,,,https://alanhull.com/the-hull-moving-average/,https://alanhull.com/the-hull-moving-average/,web_reference,,,,,medium,seed_source,Hull Moving Average 以降低均線滯後聞名，是均線類指標的重要改良。
63,艾倫・霍爾,Alan Hull,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,source,,hull-ma,hull-ma;moving-average,,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,indicator_reference,,,,,medium,seed_source,Hull Moving Average 以降低均線滯後聞名，是均線類指標的重要改良。
64,約翰・麥金利,John R. McGinley,McGinley Dynamic,indicator,1997,mcginley-dynamic,mcginley-dynamic;moving-average,John R. McGinley,,,https://www.earn2trade.com/blog/mcginley-dynamic-indicator/,McGinley Dynamic,web_reference,,,,,medium,no,McGinley Dynamic 嘗試解決傳統均線跟不上市場速度的問題，屬均線改良指標。
64,約翰・麥金利,John R. McGinley,https://www.earn2trade.com/blog/mcginley-dynamic-indicator/,source,,mcginley-dynamic,mcginley-dynamic;moving-average,,,,https://www.earn2trade.com/blog/mcginley-dynamic-indicator/,https://www.earn2trade.com/blog/mcginley-dynamic-indicator/,web_reference,,,,,medium,seed_source,McGinley Dynamic 嘗試解決傳統均線跟不上市場速度的問題，屬均線改良指標。
64,約翰・麥金利,John R. McGinley,https://www.investopedia.com/terms/m/mcginley-dynamic.asp,source,,mcginley-dynamic,mcginley-dynamic;moving-average,,,,https://www.investopedia.com/terms/m/mcginley-dynamic.asp,https://www.investopedia.com/terms/m/mcginley-dynamic.asp,indicator_reference,,,,,medium,seed_source,McGinley Dynamic 嘗試解決傳統均線跟不上市場速度的問題，屬均線改良指標。
64,約翰・麥金利,John R. McGinley,https://dotnet.stockindicators.dev/indicators/Dynamic/,source,,mcginley-dynamic,mcginley-dynamic;moving-average,,,,https://dotnet.stockindicators.dev/indicators/Dynamic/,https://dotnet.stockindicators.dev/indicators/Dynamic/,web_reference,,,,,medium,seed_source,McGinley Dynamic 嘗試解決傳統均線跟不上市場速度的問題，屬均線改良指標。
65,派翠克・馬洛伊,Patrick G. Mulloy,Smoothing Data with Faster Moving Averages,article,1994,tema-dema,tema-dema;moving-average,David N. Ammons; Dale J. Roenigk,Routledge,Tools for Decision Making,https://doi.org/10.4324/9781003129431-6,Smoothing data trends by using moving averages,academic_paper,10.4324/9781003129431-6,,,,high,yes,DEMA/TEMA 改良均線滯後問題，在交易平台中常見。
65,派翠克・馬洛伊,Patrick G. Mulloy,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema,source,,tema-dema,tema-dema;moving-average,,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema,indicator_reference,,,,,medium,seed_source,DEMA/TEMA 改良均線滯後問題，在交易平台中常見。
65,派翠克・馬洛伊,Patrick G. Mulloy,https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,source,,tema-dema,tema-dema;moving-average,,,,https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,indicator_reference,,,,,medium,seed_source,DEMA/TEMA 改良均線滯後問題，在交易平台中常見。
66,傑克・哈特森,Jack K. Hutson,Good TRIX,article,1980,trix,trix;momentum,Barbara Fisher,Open Book Publishers,,https://doi.org/10.11647/obp.0377,Trix,academic_paper,10.11647/obp.0377,,,,high,yes,TRIX 創作者，將三重 EMA 平滑後的變化率用於趨勢/動量訊號。
66,傑克・哈特森,Jack K. Hutson,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/trix,source,,trix,trix;momentum,,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/trix,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/trix,indicator_reference,,,,,medium,seed_source,TRIX 創作者，將三重 EMA 平滑後的變化率用於趨勢/動量訊號。
67,金・匡,Gene Quong,Money Flow Index,indicator,1989,mfi,mfi;volume-analysis,Gene Quong,,,https://www.tradingview.com/support/solutions/43000502348-money-flow-mfi/,Money Flow Index,web_reference,,,,,medium,no,Money Flow Index 共同創作者，將成交量整合進 RSI 類動量分析。
67,金・匡,Gene Quong,https://www.tradingview.com/support/solutions/43000502348-money-flow-mfi/,source,,mfi,mfi;volume-analysis,,,,https://www.tradingview.com/support/solutions/43000502348-money-flow-mfi/,https://www.tradingview.com/support/solutions/43000502348-money-flow-mfi/,web_reference,,,,,medium,seed_source,Money Flow Index 共同創作者，將成交量整合進 RSI 類動量分析。
67,金・匡,Gene Quong,https://library.tradingtechnologies.com/trade/chrt-ti-money-flow-index.html,source,,mfi,mfi;volume-analysis,,,,https://library.tradingtechnologies.com/trade/chrt-ti-money-flow-index.html,https://library.tradingtechnologies.com/trade/chrt-ti-money-flow-index.html,web_reference,,,,,medium,seed_source,Money Flow Index 共同創作者，將成交量整合進 RSI 類動量分析。
67,金・匡,Gene Quong,https://help.stockstrader.com/en/support/solutions/articles/33000210228-money-flow-index-mfi-,source,,mfi,mfi;volume-analysis,,,,https://help.stockstrader.com/en/support/solutions/articles/33000210228-money-flow-index-mfi-,https://help.stockstrader.com/en/support/solutions/articles/33000210228-money-flow-index-mfi-,web_reference,,,,,medium,seed_source,Money Flow Index 共同創作者，將成交量整合進 RSI 類動量分析。
68,阿夫魯姆・蘇達克,Avrum Soudack,Money Flow Index,indicator,1989,mfi,mfi;volume-analysis,Avrum Soudack,,,https://www.tradingview.com/support/solutions/43000502348-money-flow-mfi/,Money Flow Index,web_reference,,,,,medium,no,Money Flow Index 共同創作者，MFI 也常被稱為加入成交量的 RSI。
68,阿夫魯姆・蘇達克,Avrum Soudack,https://www.tradingview.com/support/solutions/43000502348-money-flow-mfi/,source,,mfi,mfi;volume-analysis,,,,https://www.tradingview.com/support/solutions/43000502348-money-flow-mfi/,https://www.tradingview.com/support/solutions/43000502348-money-flow-mfi/,web_reference,,,,,medium,seed_source,Money Flow Index 共同創作者，MFI 也常被稱為加入成交量的 RSI。
