concept_slug,concept_zh,concept_en,concept_family,expert_count_for_concept,comparison_rank,verdict_zh,verdict_en,expert_id,expert_rank_global,name_zh,name_en,relation_zh,relation_en,category,category_zh,category_en,comparison_score,expert_total_score,material_count,source_count,high_evidence_count,book_count,paper_article_count,strengths_zh,strengths_en,limitations_zh,limitations_en,difference_zh,difference_en,representative_materials_zh,representative_materials_en,evidence_profile_zh,evidence_profile_en
moving-average,移動平均,Moving Average,trend,8,2,重要補充,Important complement,john-j-murphy,11,約翰・墨菲,John J. Murphy,教材作者,textbook author,author,經典著作作者,Classic author,72.45,23,3,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,偏整理或推廣，原創性通常低於指標創作者,"more synthetic/promotional, usually less original than the indicator creator",約翰・墨菲的角色是「教材作者」，重點在趨勢辨識、均線、通道與趨勢跟隨；圖表型態、價格結構與支撐阻力；市場寬度、內部強弱與指數健康度判讀。,"John J. Murphy is classified here as textbook author; the focus is trend identification, moving averages, channels, and trend following; chart patterns, price structure, and support/resistance; market breadth, internal strength, and index health.",《金融市場技術分析》（1999）；參考來源：https://www.amazon.com/Technical-Analysis-Financial-Markets-Comprehensive/dp/0735200661；參考來源：https://www.investopedia.com/articles/personal-finance/090916/top-5-books-learn-technical-analysis.asp,Technical Analysis of the Financial Markets (1999); Reference source: https://www.amazon.com/Technical-Analysis-Financial-Markets-Comprehensive/dp/0735200661; Reference source: https://www.investopedia.com/articles/personal-finance/090916/top-5-books-learn-technical-analysis.asp,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
moving-average,移動平均,Moving Average,trend,8,3,重要補充,Important complement,robert-w-colby,17,羅伯特・科爾比,Robert W. Colby,百科作者,encyclopedia author,author,經典著作作者,Classic author,72.0,20,4,3,0,1,0,有代表性書籍或教材可追溯,supported by traceable books or textbook material,偏整理或推廣，原創性通常低於指標創作者,"more synthetic/promotional, usually less original than the indicator creator",羅伯特・科爾比的角色是「百科作者」，重點在趨勢辨識、均線、通道與趨勢跟隨；動量、超買超賣、背離與趨勢強弱；實證檢驗、規則驗證與資料探勘風險控制。,"Robert W. Colby is classified here as encyclopedia author; the focus is trend identification, moving averages, channels, and trend following; momentum, overbought/oversold conditions, divergence, and trend strength; empirical testing, rule validation, and data-mining control.",《技術市場指標百科全書》（1988）；參考來源：https://books.google.com/books/about/The_Encyclopedia_Of_Technical_Market_Ind.html?id=f82LUFQVGOUC；參考來源：https://openlibrary.org/books/OL17060688M/The_encyclopedia_of_technical_market_indicators；參考來源：https://www.mheducation.com/highered/mhp/product/encyclopedia-technical-market-indicators-second-edition.html,The Encyclopedia of Technical Market Indicators (1988); Reference source: https://books.google.com/books/about/The_Encyclopedia_Of_Technical_Market_Ind.html?id=f82LUFQVGOUC; Reference source: https://openlibrary.org/books/OL17060688M/The_encyclopedia_of_technical_market_indicators; Reference source: https://www.mheducation.com/highered/mhp/product/encyclopedia-technical-market-indicators-second-edition.html,4 筆研究材料；3 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.
moving-average,移動平均,Moving Average,trend,8,4,重要補充,Important complement,john-r-mcginley,64,約翰・麥金利,John R. McGinley,自適應平滑,adaptive smoothing,indicator_creator,技術指標創作者,Indicator creator,68.95,19,4,3,0,0,0,可作為該指標/方法的輔助觀點,useful as a complementary view on the indicator/method,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,約翰・麥金利的角色是「自適應平滑」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"John R. McGinley is classified here as adaptive smoothing; the focus is trend identification, moving averages, channels, and trend following.",原文題名：McGinley Dynamic（1997）；參考來源：https://dotnet.stockindicators.dev/indicators/Dynamic/；參考來源：https://www.earn2trade.com/blog/mcginley-dynamic-indicator/；參考來源：https://www.investopedia.com/terms/m/mcginley-dynamic.asp,McGinley Dynamic (1997); Reference source: https://dotnet.stockindicators.dev/indicators/Dynamic/; Reference source: https://www.earn2trade.com/blog/mcginley-dynamic-indicator/; Reference source: https://www.investopedia.com/terms/m/mcginley-dynamic.asp,4 筆研究材料；3 個不同來源；0 筆高證據等級；書籍 0 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 0 high-evidence records; 0 book records; 0 paper/article records.
moving-average,移動平均,Moving Average,trend,8,5,重要補充,Important complement,patrick-g-mulloy,65,派翠克・馬洛伊,Patrick G. Mulloy,低滯後均線,low-lag moving averages,indicator_creator,技術指標創作者,Indicator creator,68.45,19,3,3,1,0,1,有論文或研究文章支撐；高證據等級來源較多,supported by papers or research articles; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,派翠克・馬洛伊的角色是「低滯後均線」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"Patrick G. Mulloy is classified here as low-lag moving averages; the focus is trend identification, moving averages, channels, and trend following.",原文題名：Smoothing Data with Faster Moving Averages（1994）；參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema；參考來源：https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,Smoothing Data with Faster Moving Averages (1994); Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema; Reference source: https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 0 筆；論文/文章 1 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 0 book records; 1 paper/article records.
moving-average,移動平均,Moving Average,trend,8,6,參考角色,Reference role,daryl-guppy,62,達利・古比,Daryl Guppy,多均線趨勢,multiple moving-average trend work,indicator_creator,技術指標創作者,Indicator creator,67.75,21,2,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,達利・古比的角色是「多均線趨勢」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"Daryl Guppy is classified here as multiple moving-average trend work; the focus is trend identification, moving averages, channels, and trend following.",《交易戰術》（1997）；參考來源：https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,Trading Tactics (1997); Reference source: https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
moving-average,移動平均,Moving Average,trend,8,7,參考角色,Reference role,steven-b-achelis,16,史蒂文・阿契利斯,Steven B. Achelis,百科作者,encyclopedia author,author,經典著作作者,Classic author,67.65,19,2,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,偏整理或推廣，原創性通常低於指標創作者,"more synthetic/promotional, usually less original than the indicator creator",史蒂文・阿契利斯的角色是「百科作者」，重點在趨勢辨識、均線、通道與趨勢跟隨；動量、超買超賣、背離與趨勢強弱；量價關係、資金流與供需分析。,"Steven B. Achelis is classified here as encyclopedia author; the focus is trend identification, moving averages, channels, and trend following; momentum, overbought/oversold conditions, divergence, and trend strength; price-volume relationships, money flow, and supply/demand.",《技術分析 A 到 Z》（1995）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Technical Analysis from A to Z (1995); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
moving-average,移動平均,Moving Average,trend,8,8,參考角色,Reference role,alan-hull,63,艾倫・霍爾,Alan Hull,低滯後均線,low-lag moving averages,indicator_creator,技術指標創作者,Indicator creator,66.15,19,3,2,0,0,0,可作為該指標/方法的輔助觀點,useful as a complementary view on the indicator/method,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,艾倫・霍爾的角色是「低滯後均線」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"Alan Hull is classified here as low-lag moving averages; the focus is trend identification, moving averages, channels, and trend following.",原文題名：Hull Moving Average（2005）；參考來源：https://alanhull.com/the-hull-moving-average/；參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,Hull Moving Average (2005); Reference source: https://alanhull.com/the-hull-moving-average/; Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/hull-moving-average-hma,3 筆研究材料；2 個不同來源；0 筆高證據等級；書籍 0 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 0 high-evidence records; 0 book records; 0 paper/article records.
obv,OBV 能量潮,On-Balance Volume,volume,1,1,優勝,Winner,joseph-granville,29,約瑟夫・格蘭維爾,Joseph Granville,創始者,creator,indicator_creator,技術指標創作者,Indicator creator,105.1,22,4,3,0,1,0,最接近原始定義，適合作為該指標/方法的基準版本；有代表性書籍或教材可追溯；在原創性、資料覆蓋與專屬性綜合評分最高,"closest to the original definition and best used as the benchmark version; supported by traceable books or textbook material; highest combined score for originality, evidence coverage, and indicator specificity",原始版本仍需結合後續實證與現代市場條件；優勝判斷是以本資料庫目前來源與評分規則為基準,the original version should still be checked against later evidence and modern markets; winner judgment is based on the current database sources and scoring rules,約瑟夫・格蘭維爾的角色是「創始者」，重點在量價關係、資金流與供需分析。,"Joseph Granville is classified here as creator; the focus is price-volume relationships, money flow, and supply/demand.",《格蘭維爾股市獲利新鑰》（1963）；參考來源：https://books.google.com/books/about/New_Key_to_Stock_Market_Profits.html?id=Z8xl5AAACAAJ；參考來源：https://openlibrary.org/works/OL3510350W/New_key_to_stock_market_profits；參考來源：https://www.investopedia.com/terms/o/onbalancevolume.asp,Granville's New Key to Stock Market Profits (1963); Reference source: https://books.google.com/books/about/New_Key_to_Stock_Market_Profits.html?id=Z8xl5AAACAAJ; Reference source: https://openlibrary.org/works/OL3510350W/New_key_to_stock_market_profits; Reference source: https://www.investopedia.com/terms/o/onbalancevolume.asp,4 筆研究材料；3 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.
opening-range-breakout,開盤區間突破,Opening Range Breakout,breakout,3,1,優勝,Winner,toby-crabel,83,托比・克拉貝爾,Toby Crabel,代表作者,代表作者,practitioner_author,實戰交易者兼作者,Practitioner-author,77.7,20,2,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多；在原創性、資料覆蓋與專屬性綜合評分最高,"supported by traceable books or textbook material; has multiple high-evidence sources; highest combined score for originality, evidence coverage, and indicator specificity",偏整理或推廣，原創性通常低於指標創作者；優勝判斷是以本資料庫目前來源與評分規則為基準,"more synthetic/promotional, usually less original than the indicator creator; winner judgment is based on the current database sources and scoring rules",托比・克拉貝爾的角色是「代表作者」，重點在突破、波動擴張與開盤區間交易；圖表型態、價格結構與支撐阻力；波動率、通道寬度與風險環境。,"Toby Crabel is classified here as 代表作者; the focus is breakouts, volatility expansion, and opening-range trading; chart patterns, price structure, and support/resistance; volatility, channel width, and risk regimes.",《短線價格型態與開盤區間突破日內交易》（1990）；參考來源：https://oxfordstrat.com/trading-strategies/toby-crabel-narrow-range-1/,Day Trading with Short Term Price Patterns and Opening Range Breakout (1990); Reference source: https://oxfordstrat.com/trading-strategies/toby-crabel-narrow-range-1/,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
opening-range-breakout,開盤區間突破,Opening Range Breakout,breakout,3,2,參考角色,Reference role,linda-bradford-raschke,53,琳達・布拉德福德・拉什克,Linda Bradford Raschke,短線策略,short-term strategies,practitioner_author,實戰交易者兼作者,Practitioner-author,62.35,21,3,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,琳達・布拉德福德・拉什克的角色是「短線策略」，重點在圖表型態、價格結構與支撐阻力；突破、波動擴張與開盤區間交易；系統交易、規則設計與回測流程。,"Linda Bradford Raschke is classified here as short-term strategies; the focus is chart patterns, price structure, and support/resistance; breakouts, volatility expansion, and opening-range trading; systematic trading, rule design, and backtesting.",《街頭智慧交易策略》（1996）；參考來源：https://lindaraschke.net/recommended-reading/；參考來源：https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,Street Smarts (1996); Reference source: https://lindaraschke.net/recommended-reading/; Reference source: https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
opening-range-breakout,開盤區間突破,Opening Range Breakout,breakout,3,3,參考角色,Reference role,mark-b-fisher,82,馬克・費雪,Mark B. Fisher,開盤區間,opening range,practitioner_author,實戰交易者兼作者,Practitioner-author,61.55,21,3,3,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,馬克・費雪的角色是「開盤區間」，重點在突破、波動擴張與開盤區間交易；圖表型態、價格結構與支撐阻力。,"Mark B. Fisher is classified here as opening range; the focus is breakouts, volatility expansion, and opening-range trading; chart patterns, price structure, and support/resistance.",《邏輯交易者》（2002）；參考來源：https://www.investopedia.com/articles/technical/04/032404.asp；參考來源：https://www.investopedia.com/articles/technical/04/040704.asp,The Logical Trader (2002); Reference source: https://www.investopedia.com/articles/technical/04/032404.asp; Reference source: https://www.investopedia.com/articles/technical/04/040704.asp,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
parabolic-sar,Parabolic SAR,Parabolic SAR,trend,1,1,優勝,Winner,j-welles-wilder-jr,19,威爾斯・威爾德,J. Welles Wilder Jr.,創始者,creator,indicator_creator,技術指標創作者,Indicator creator,106.55,25,3,2,1,1,0,最接近原始定義，適合作為該指標/方法的基準版本；有代表性書籍或教材可追溯；高證據等級來源較多；在原創性、資料覆蓋與專屬性綜合評分最高,"closest to the original definition and best used as the benchmark version; supported by traceable books or textbook material; has multiple high-evidence sources; highest combined score for originality, evidence coverage, and indicator specificity",原始版本仍需結合後續實證與現代市場條件；優勝判斷是以本資料庫目前來源與評分規則為基準,the original version should still be checked against later evidence and modern markets; winner judgment is based on the current database sources and scoring rules,威爾斯・威爾德的角色是「創始者」，重點在動量、超買超賣、背離與趨勢強弱；趨勢辨識、均線、通道與趨勢跟隨；波動率、通道寬度與風險環境。,"J. Welles Wilder Jr. is classified here as creator; the focus is momentum, overbought/oversold conditions, divergence, and trend strength; trend identification, moving averages, channels, and trend following; volatility, channel width, and risk regimes.",《技術交易系統新概念》（1978）；參考來源：https://books.google.com/books/about/New_Concepts_in_Technical_Trading_System.html?id=WesJAQAAMAAJ；參考來源：https://www.investopedia.com/terms/r/rsi.asp,New Concepts in Technical Trading Systems (1978); Reference source: https://books.google.com/books/about/New_Concepts_in_Technical_Trading_System.html?id=WesJAQAAMAAJ; Reference source: https://www.investopedia.com/terms/r/rsi.asp,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
point-and-figure,點數圖,Point and Figure,charting,3,1,優勝,Winner,a-w-cohen,77,A・W・科恩,A. W. Cohen,3-box reversal 推廣者,3-box reversal promoter,charting_specialist,圖表方法專家,Charting specialist,79.95,19,4,3,0,1,0,有代表性書籍或教材可追溯；在原創性、資料覆蓋與專屬性綜合評分最高,"supported by traceable books or textbook material; highest combined score for originality, evidence coverage, and indicator specificity",偏整理或推廣，原創性通常低於指標創作者；優勝判斷是以本資料庫目前來源與評分規則為基準,"more synthetic/promotional, usually less original than the indicator creator; winner judgment is based on the current database sources and scoring rules",A・W・科恩的角色是「3-box reversal 推廣者」，重點在圖表型態、價格結構與支撐阻力；市場寬度、內部強弱與指數健康度判讀。,"A. W. Cohen is classified here as 3-box reversal promoter; the focus is chart patterns, price structure, and support/resistance; market breadth, internal strength, and index health.",《如何使用點數圖三點反轉法交易股票》（1947）；參考來源：https://books.google.com/books/about/How_to_Use_the_Three_point_Reversal_Meth.html?id=iMdEAAAAIAAJ；參考來源：https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts；參考來源：https://openlibrary.org/works/OL174845W/How_to_use_the_three-point_reversal_method_of_point_figure_stock_market_trading,How to Use the Three-Point Reversal Method of Point & Figure Stock Market Trading (1947); Reference source: https://books.google.com/books/about/How_to_Use_the_Three_point_Reversal_Meth.html?id=iMdEAAAAIAAJ; Reference source: https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts; Reference source: https://openlibrary.org/works/OL174845W/How_to_use_the_three-point_reversal_method_of_point_figure_stock_market_trading,4 筆研究材料；3 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.
point-and-figure,點數圖,Point and Figure,charting,3,2,重要補充,Important complement,thomas-j-dorsey,78,湯瑪斯・多爾西,Thomas J. Dorsey,現代推廣者,modern promoter,charting_specialist,圖表方法專家,Charting specialist,70.5,20,3,3,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,偏整理或推廣，原創性通常低於指標創作者,"more synthetic/promotional, usually less original than the indicator creator",湯瑪斯・多爾西的角色是「現代推廣者」，重點在圖表型態、價格結構與支撐阻力；股票選股、相對強弱與成長股篩選。,"Thomas J. Dorsey is classified here as modern promoter; the focus is chart patterns, price structure, and support/resistance; stock selection, relative strength, and growth-stock screening.",《點數圖分析》（1995）；參考來源：https://oxlive.dorseywright.com/university/faq.html；參考來源：https://www.investopedia.com/terms/p/pointandfigurechart.asp,Point & Figure Charting (1995); Reference source: https://oxlive.dorseywright.com/university/faq.html; Reference source: https://www.investopedia.com/terms/p/pointandfigurechart.asp,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
point-and-figure,點數圖,Point and Figure,charting,3,3,參考角色,Reference role,jeremy-du-plessis,79,傑瑞米・杜普萊西斯,Jeremy du Plessis,現代教材作者,modern textbook author,charting_specialist,圖表方法專家,Charting specialist,67.3,20,3,2,1,2,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,偏整理或推廣，原創性通常低於指標創作者,"more synthetic/promotional, usually less original than the indicator creator",傑瑞米・杜普萊西斯的角色是「現代教材作者」，重點在圖表型態、價格結構與支撐阻力；波動率、通道寬度與風險環境；動量、超買超賣、背離與趨勢強弱。,"Jeremy du Plessis is classified here as modern textbook author; the focus is chart patterns, price structure, and support/resistance; volatility, channel width, and risk regimes; momentum, overbought/oversold conditions, divergence, and trend strength.",《點數圖權威指南》（2005）；《二十一世紀點數圖》（2015）；參考來源：https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428,The Definitive Guide to Point and Figure (2005); 21st Century Point and Figure (2015); Reference source: https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 2 book records; 0 paper/article records.
price-action,價格行為,Price Action,charting,11,1,優勝,Winner,munehisa-homma,38,本間宗久,Munehisa Homma,市場心理,market psychology,foundation,理論奠基者,Foundational theorist,67.9,18,4,3,0,0,0,在原創性、資料覆蓋與專屬性綜合評分最高,"highest combined score for originality, evidence coverage, and indicator specificity",適合搭配優勝者資料交叉驗證；優勝判斷是以本資料庫目前來源與評分規則為基準,best used for cross-checking against the winning authority; winner judgment is based on the current database sources and scoring rules,本間宗久的角色是「市場心理」，重點在圖表型態、價格結構與支撐阻力。,"Munehisa Homma is classified here as market psychology; the focus is chart patterns, price structure, and support/resistance.",原文題名：Sakata Rules；參考來源：https://en.wikipedia.org/wiki/Munehisa_Homma；參考來源：https://ftmo.com/en/blog/technical-analysis-history-of-candlestick-charts/；參考來源：https://www.hotcandlestick.com/candlesticks.htm,Sakata Rules; Reference source: https://en.wikipedia.org/wiki/Munehisa_Homma; Reference source: https://ftmo.com/en/blog/technical-analysis-history-of-candlestick-charts/; Reference source: https://www.hotcandlestick.com/candlesticks.htm,4 筆研究材料；3 個不同來源；0 筆高證據等級；書籍 0 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 0 high-evidence records; 0 book records; 0 paper/article records.
price-action,價格行為,Price Action,charting,11,2,參考角色,Reference role,alan-andrews,88,艾倫・安德魯斯,Alan Andrews,擺動點,swing points,indicator_creator,技術指標創作者,Indicator creator,66.15,19,3,2,0,0,0,可作為該指標/方法的輔助觀點,useful as a complementary view on the indicator/method,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,艾倫・安德魯斯的角色是「擺動點」，重點在價格水平、通道、費波納契與支撐阻力；圖表型態、價格結構與支撐阻力。,"Alan Andrews is classified here as swing points; the focus is price levels, channels, Fibonacci work, and support/resistance; chart patterns, price structure, and support/resistance.",原文題名：Andrews' Pitchfork；參考來源：https://www.investopedia.com/articles/forex/05/andrewspitchfork.asp；參考來源：https://www.optuma.com/blog/pitchforks-part-1,Andrews' Pitchfork; Reference source: https://www.investopedia.com/articles/forex/05/andrewspitchfork.asp; Reference source: https://www.optuma.com/blog/pitchforks-part-1,3 筆研究材料；2 個不同來源；0 筆高證據等級；書籍 0 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 0 high-evidence records; 0 book records; 0 paper/article records.
price-action,價格行為,Price Action,charting,11,3,參考角色,Reference role,jack-d-schwager,13,傑克・施瓦格,Jack D. Schwager,交易者訪談,trader interviews,author,經典著作作者,Classic author,64.2,20,4,3,2,2,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,實戰價值高，但公開可驗證研究材料可能較少,"strong practical value, but fewer publicly verifiable research records",傑克・施瓦格的角色是「交易者訪談」，重點在圖表型態、價格結構與支撐阻力；系統交易、規則設計與回測流程。,"Jack D. Schwager is classified here as trader interviews; the focus is chart patterns, price structure, and support/resistance; systematic trading, rule design, and backtesting.",原文題名：Market Wizards（1989）；《技術分析入門》（1999）；參考來源：https://www.amazon.com/Getting-Started-Technical-Analysis-Schwager/dp/0471295426；參考來源：https://www.investopedia.com/articles/personal-finance/090916/top-5-books-learn-technical-analysis.asp,Market Wizards (1989); Getting Started in Technical Analysis (1999); Reference source: https://www.amazon.com/Getting-Started-Technical-Analysis-Schwager/dp/0471295426; Reference source: https://www.investopedia.com/articles/personal-finance/090916/top-5-books-learn-technical-analysis.asp,4 筆研究材料；3 個不同來源；2 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 2 high-evidence records; 2 book records; 0 paper/article records.
price-action,價格行為,Price Action,charting,11,4,參考角色,Reference role,linda-bradford-raschke,53,琳達・布拉德福德・拉什克,Linda Bradford Raschke,短線交易,short-term trading,practitioner_author,實戰交易者兼作者,Practitioner-author,62.35,21,3,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,實戰價值高，但公開可驗證研究材料可能較少,"strong practical value, but fewer publicly verifiable research records",琳達・布拉德福德・拉什克的角色是「短線交易」，重點在圖表型態、價格結構與支撐阻力；突破、波動擴張與開盤區間交易；系統交易、規則設計與回測流程。,"Linda Bradford Raschke is classified here as short-term trading; the focus is chart patterns, price structure, and support/resistance; breakouts, volatility expansion, and opening-range trading; systematic trading, rule design, and backtesting.",《街頭智慧交易策略》（1996）；參考來源：https://lindaraschke.net/recommended-reading/；參考來源：https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,Street Smarts (1996); Reference source: https://lindaraschke.net/recommended-reading/; Reference source: https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
price-action,價格行為,Price Action,charting,11,5,參考角色,Reference role,humphrey-b-neill,90,漢弗萊・尼爾,Humphrey B. Neill,市場心理,market psychology,author,經典著作作者,Classic author,61.3,18,3,2,2,2,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,漢弗萊・尼爾的角色是「市場心理」，重點在圖表型態、價格結構與支撐阻力；市場情緒、逆向指標與群眾心理。,"Humphrey B. Neill is classified here as market psychology; the focus is chart patterns, price structure, and support/resistance; sentiment, contrarian indicators, and crowd psychology.",《讀帶與市場戰術》（1931）；《逆向思考的藝術》（1954）；參考來源：https://books.google.com/books/about/Tape_Reading_and_Market_Tactics.html?id=XuiREQAAQBAJ,Tape Reading and Market Tactics (1931); The Art of Contrary Thinking (1954); Reference source: https://books.google.com/books/about/Tape_Reading_and_Market_Tactics.html?id=XuiREQAAQBAJ,3 筆研究材料；2 個不同來源；2 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 2 high-evidence records; 2 book records; 0 paper/article records.
price-action,價格行為,Price Action,charting,11,6,參考角色,Reference role,brian-shannon,52,布萊恩・香農,Brian Shannon,多週期分析,multi-timeframe analysis,author_practitioner,作者兼實戰交易者,Author-practitioner,60.4,20,3,2,2,2,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,布萊恩・香農的角色是「多週期分析」，重點在量價關係、資金流與供需分析；圖表型態、價格結構與支撐阻力。,"Brian Shannon is classified here as multi-timeframe analysis; the focus is price-volume relationships, money flow, and supply/demand; chart patterns, price structure, and support/resistance.",《多時間框架技術分析》（2008）；《用 Anchored VWAP 提高交易收益》（2023）；參考來源：https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ,Technical Analysis Using Multiple Timeframes (2008); Maximum Trading Gains with Anchored VWAP (2023); Reference source: https://books.google.com/books/about/Maximum_Trading_Gains_With_Anchored_VWAP.html?id=p3aCzwEACAAJ,3 筆研究材料；2 個不同來源；2 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 2 high-evidence records; 2 book records; 0 paper/article records.
